reduced_formula,mbid,test_fold,y,global_formula_spread_eV,formula_fold_size,global_fixed_bound_ae,fold_conditioned_bound_ae,pred_L1,pred_L2,pred_L3
Re2O7,mb-mp-gap-035285,4,3.4686999999999997,3.4174999999999995,1,0.7934999999999994,0.0,1.2259259223937988,2.627377986907959,3.2612552642822266
Li8Mn3Fe5(BO3)8,mb-mp-gap-064109,0,3.1249,3.4139000000000004,1,0.021999999999999797,0.0,2.648944139480591,2.68428373336792,3.1039652824401855
Li8Mn3Fe5(BO3)8,mb-mp-gap-064105,1,3.0954,3.4139000000000004,7,0.00749999999999984,0.04939999999999989,2.606950283050537,1.919540286064148,3.057797908782959
Li8Mn3Fe5(BO3)8,mb-mp-gap-064128,1,3.101,3.4139000000000004,7,0.0019000000000000128,0.04380000000000006,2.606950283050537,1.2625688314437866,3.114659309387207
Li8Mn3Fe5(BO3)8,mb-mp-gap-064088,1,3.1048,3.4139000000000004,7,0.0019000000000000128,0.040000000000000036,2.606950283050537,1.9940999746322632,3.117938995361328
Li8Mn3Fe5(BO3)8,mb-mp-gap-064143,1,3.1448,3.4139000000000004,7,0.04190000000000005,0.0,2.606950283050537,2.692516803741455,3.1035561561584473
Li8Mn3Fe5(BO3)8,mb-mp-gap-067111,1,3.1622000000000003,3.4139000000000004,7,0.05930000000000035,0.017400000000000304,2.606950283050537,2.926252841949463,3.1078810691833496
Li8Mn3Fe5(BO3)8,mb-mp-gap-067115,1,3.1855,3.4139000000000004,7,0.08260000000000023,0.04070000000000018,2.606950283050537,2.9871602058410645,3.130858898162842
Li8Mn3Fe5(BO3)8,mb-mp-gap-063086,1,3.4139000000000004,3.4139000000000004,7,0.3110000000000004,0.26910000000000034,2.606950283050537,2.2919669151306152,3.074674129486084
Li8Mn3Fe5(BO3)8,mb-mp-gap-064153,2,2.8502,3.4139000000000004,3,0.2526999999999999,0.18520000000000003,2.8822898864746094,3.2061471939086914,3.1061344146728516
Li8Mn3Fe5(BO3)8,mb-mp-gap-067097,2,3.0354,3.4139000000000004,3,0.0674999999999999,0.0,2.8822898864746094,3.2453243732452393,3.1091206073760986
Li8Mn3Fe5(BO3)8,mb-mp-gap-066296,2,3.0495,3.4139000000000004,3,0.05339999999999989,0.014100000000000001,2.8822898864746094,3.2091660499572754,3.119555711746216
Li8Mn3Fe5(BO3)8,mb-mp-gap-063077,3,0.0,3.4139000000000004,2,3.1029,1.5617,2.805922508239746,2.9744832515716553,3.079113006591797
Li8Mn3Fe5(BO3)8,mb-mp-gap-065300,3,3.1234,3.4139000000000004,2,0.020500000000000185,1.5617,2.805922508239746,3.087319850921631,3.075070858001709
Li8Mn3Fe5(BO3)8,mb-mp-gap-067116,4,0.0,3.4139000000000004,1,3.1029,0.0,2.8635780811309814,3.2169675827026367,3.1371078491210938
NdO2,mb-mp-gap-068723,1,3.4112,3.4112,1,3.4112,0.0,0.2930409014225006,1.9798551797866821,1.7101571559906006
NdO2,mb-mp-gap-015375,3,0.0,3.4112,1,0.0,0.0,1.5968965291976929,0.0,0.0
NdO2,mb-mp-gap-011823,4,0.0,3.4112,1,0.0,0.0,2.3249263763427734,1.8312574625015259,0.5175207853317261
Li4MnFe3(BO3)4,mb-mp-gap-064118,0,3.1839000000000004,3.404000000000001,1,0.029800000000000715,0.0,2.8908047676086426,3.0119330883026123,3.1500906944274902
Li4MnFe3(BO3)4,mb-mp-gap-065132,1,3.1115000000000004,3.404000000000001,5,0.042599999999999305,0.03269999999999973,2.7608120441436768,2.0072147846221924,3.1238603591918945
Li4MnFe3(BO3)4,mb-mp-gap-068274,1,3.1118000000000006,3.404000000000001,5,0.042299999999999116,0.03239999999999954,2.7608120441436768,3.1089155673980713,3.129770278930664
Li4MnFe3(BO3)4,mb-mp-gap-068134,1,3.1442,3.404000000000001,5,0.009899999999999576,0.0,2.7608120441436768,3.0724034309387207,3.1184046268463135
Li4MnFe3(BO3)4,mb-mp-gap-065075,1,3.1491000000000002,3.404000000000001,5,0.004999999999999449,0.0049000000000001265,2.7608120441436768,2.695376396179199,3.138509750366211
Li4MnFe3(BO3)4,mb-mp-gap-068273,1,3.2416,3.404000000000001,5,0.08750000000000036,0.09739999999999993,2.7608120441436768,3.1136014461517334,3.145214080810547
Li4MnFe3(BO3)4,mb-mp-gap-068124,2,3.1372,3.404000000000001,5,0.016899999999999693,0.02019999999999955,2.8394970893859863,3.2127163410186768,3.1393492221832275
Li4MnFe3(BO3)4,mb-mp-gap-062312,2,3.1411000000000002,3.404000000000001,5,0.012999999999999456,0.016299999999999315,2.8394970893859863,3.1395421028137207,3.145927906036377
Li4MnFe3(BO3)4,mb-mp-gap-065130,2,3.1573999999999995,3.404000000000001,5,0.0032999999999998586,0.0,2.8394970893859863,2.8626420497894287,3.1142585277557373
Li4MnFe3(BO3)4,mb-mp-gap-067108,2,3.1594999999999995,3.404000000000001,5,0.005399999999999849,0.0020999999999999908,2.8394970893859863,3.039602279663086,3.1869664192199707
Li4MnFe3(BO3)4,mb-mp-gap-064089,2,3.4662000000000006,3.404000000000001,5,0.31210000000000093,0.3088000000000011,2.8394970893859863,3.3189005851745605,3.1349148750305176
Li4MnFe3(BO3)4,mb-mp-gap-063099,3,3.1295,3.404000000000001,3,0.02459999999999951,0.03349999999999964,2.880584955215454,2.6865804195404053,3.1526598930358887
Li4MnFe3(BO3)4,mb-mp-gap-064151,3,3.163,3.404000000000001,3,0.00890000000000013,0.0,2.880584955215454,2.669511556625366,3.1572837829589844
Li4MnFe3(BO3)4,mb-mp-gap-067113,3,3.3969,3.404000000000001,3,0.24280000000000035,0.23390000000000022,2.880584955215454,2.689574718475342,3.1518404483795166
Li4MnFe3(BO3)4,mb-mp-gap-064083,4,0.06219999999999981,3.404000000000001,3,3.0919,3.0919,2.9867076873779297,2.620055913925171,3.1689157485961914
Li4MnFe3(BO3)4,mb-mp-gap-065109,4,3.1540999999999997,3.404000000000001,3,0.0,0.0,2.9867076873779297,3.2444021701812744,3.1135010719299316
Li4MnFe3(BO3)4,mb-mp-gap-068126,4,3.2005,3.404000000000001,3,0.04640000000000022,0.04640000000000022,2.9867076873779297,3.3015968799591064,3.1356451511383057
KCO3,mb-mp-gap-082575,0,0.8540999999999999,3.3852,1,0.0,0.0,2.259387969970703,0.8745355606079102,0.7192502617835999
KCO3,mb-mp-gap-013715,1,4.1733,3.3852,1,3.3192000000000004,0.0,1.1111111640930176,4.029544353485107,3.041081428527832
KCO3,mb-mp-gap-055323,4,0.7881,3.3852,1,0.06599999999999984,0.0,2.3019015789031982,0.7659356594085693,2.2829880714416504
